Date,Open,High,Low,Close,Adj Close,Volume,Daily_Return,Volatility_20d,daily_return,return_1w,return_1m,return_3m,return_1y,volatility_20d,volatility_60d,volatility_120d,sma_20,sma_50,sma_200,rsi_14,volume_sma_20,volume_ratio,momentum_1m,momentum_3m,corr_Apple_20d,corr_Apple_60d,corr_Apple_120d,corr_Microsoft_20d,corr_Microsoft_60d,corr_Microsoft_120d,corr_Amazon_20d,corr_Amazon_60d,corr_Amazon_120d,corr_Netflix_20d,corr_Netflix_60d,corr_Netflix_120d
2004-09-28,3.0211760997772217,3.1731059551239014,2.994028091430664,3.1596570014953613,3.1596570014953613,340190355,0.0727210400063784,0.3447479155553123,0.07272104000637847,0.04999164922829036,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-09-29,3.155672073364258,3.3628950119018555,3.14396595954895,3.264763116836548,3.264763116836548,613229953,0.0332650396202636,0.3520768963746296,0.033265039620263614,0.09388308909492715,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-09-30,3.235373020172119,3.295149087905884,3.2129569053649902,3.227900981903076,3.227900981903076,276468402,-0.011290906449957,0.3416688904786938,-0.011290906449957006,0.08153215746876641,,,,,,,,,,79.83821115166688,,,,,,,,,,,,,,,,
2004-10-01,3.257788896560669,3.343467950820923,3.210465908050537,3.302123069763184,3.302123069763184,303934969,0.0229939171852628,0.3434384187005313,0.02299391718526289,0.10640081833080184,,,,,,,,,,82.47686967985823,,,,,,,,,,,,,,,,
2004-10-02,,,,,,0,0.0,,0.0,0.12108905870130338,,,,,,,,,,82.47686967985823,,,,,,,,,,,,,,,,
2004-10-03,,,,,,0,0.0,,0.0,0.04508909296179886,,,,,,,,,,82.47686967985823,,,,,,,,,,,,,,,,
2004-10-04,3.368623971939087,3.4089720249176025,3.3382370471954346,3.3638908863067627,3.3638908863067627,261693228,0.0187054859066801,0.3268339590757865,0.018705485906680197,0.030362928617702067,,,,,,,,,,82.47686967985823,,,,,,,,,,,,,,,,
2004-10-05,3.353929042816162,3.450316905975342,3.2936549186706543,3.4463319778442383,3.4463319778442383,300887589,0.0245076592326656,0.3284567015651063,0.024507659232665624,0.06766967052761985,,,,,,,,,,89.94290427023364,,,,,,,,,,,,,,,,
2004-10-06,3.4259090423583984,3.448324918746948,3.3873040676116943,3.414202928543091,3.414202928543091,268900140,-0.0093226797382546,0.3392015778489,-0.009322679738254624,0.033941756988465244,,,,,,,,,,85.14421675004284,178185187.85,1.5091048994844944,,,,,,,,,,,,,,
2004-10-07,3.410218000411988,3.483941078186035,3.4010019302368164,3.458287000656128,3.458287000656128,283643194,0.0129119659949001,0.3347797022425497,0.012911965994900187,0.047291977795407725,,,,0.3233590289836411,,,,,,84.74022568396322,182849806.7,1.5512359521679495,,,0.1596429559811947,,,0.38257208210054416,,,0.17545427786780934,,,0.41728204454475687,,
2004-10-08,3.455049991607666,3.4789600372314453,3.412708044052124,3.430392026901245,3.430392026901245,222442656,-0.0080661245725385,0.3405771608669034,-0.008066124572538524,0.038844390238689686,0.17226983254297235,,,0.32743908922618425,,,,,,84.29560147765186,193971939.5,1.1467775007735075,0.17226983254297235,,0.19838875167629544,,,0.4061662021028815,,,0.2284720214971949,,,0.4487532939378075,,
2004-10-09,,,,,,0,0.0,,0.0,0.019769113458818044,0.17226983254297235,,,0.32743908922618425,,,,,,84.29560147765186,193971939.5,0.0,0.17226983254297235,,0.19838875167629544,,,0.4061662021028815,,,0.2284720214971949,,,0.4487532939378075,,
2004-10-10,,,,,,0,0.0,,0.0,-0.004625193117049564,0.17226983254297235,,,0.3273225701022164,,,,,,84.29560147765186,183292660.4,0.0,0.17226983254297235,,0.18635863797296212,,,0.41101112446540117,,,0.21322798706979376,,,0.44365376891345004,,
2004-10-11,3.412209987640381,3.458537101745605,3.333754062652588,3.368872880935669,3.368872880935669,210437827,-0.0179335613781577,0.3572987232198273,-0.017933561378157714,-0.013276904904643505,0.1332105387845408,,,0.33204603900706053,,,,,,84.29560147765186,186551429.45,1.1280418896838424,0.1332105387845408,,0.2652759262390651,,,0.34358052502732156,,,0.1939967490848352,,,0.3136054205497051,,
2004-10-12,3.3484489917755127,3.427402973175049,3.3225460052490234,3.422173023223877,3.422173023223877,234419380,0.0158213575198493,0.345062328193207,0.015821357519849366,-0.01044273578953947,0.16598780303742933,,,0.3333012707671835,,,,,,78.75488362682584,190655153.75,1.2295465157337768,0.16598780303742933,,0.26680739529261555,,,0.334503249971512,,,0.21858532930014662,,,0.30922504023724845,,
2004-10-13,3.56961989402771,3.5753490924835205,3.4889230728149414,3.509346008300781,3.509346008300781,397203256,0.0254729917176372,0.3480847471572438,0.025472991717637283,0.02301602288612381,0.190235024141874,,,0.3362362488097959,,,,,,77.88525168267347,201939090.8,1.966945847019729,0.190235024141874,,0.31314781676973313,,,0.29895070512333227,,,0.17838412780231727,,,0.3150946834911021,,
2004-10-14,3.5120859146118164,3.546207904815674,3.4510650634765625,3.536742925643921,3.536742925643921,209835578,0.0078068441465553,0.3476463016491127,0.007806844146555303,0.0310025495362245,0.17530179245274047,,,0.3308161073042044,,,,,,85.99667825827711,203264038.45,1.0323300648757725,0.17530179245274047,,0.13172681509960624,,,0.27523927806566456,,,0.1250614128609062,,,0.3054313788643101,,
2004-10-15,3.60971999168396,3.6239171028137207,3.5354979038238525,3.589296102523804,3.589296102523804,265150137,0.0148592018093356,0.3402331481266141,0.014859201809335643,0.04632242448572299,0.20262027222040935,,,0.32982184895425387,,,,,,85.25108291553553,216521545.3,1.2245900823986036,0.20262027222040935,,0.12579500695422077,,,0.2796533691477314,,,0.11560033729825188,,,0.03505017729817037,,
2004-10-16,,,,,,0,0.0,,0.0,0.0654293674408144,0.20262027222040935,,,0.32982184895425387,,,,,,85.25108291553553,216521545.3,0.0,0.20262027222040935,,0.12579500695422077,,,0.2796533691477314,,,0.11560033729825188,,,0.03505017729817036,,
2004-10-17,,,,,,0,0.0,,0.0,0.048835368102600585,0.20262027222040935,,,0.32109431303111413,,,,,,85.25108291553553,209421833.2,0.0,0.20262027222040935,,0.12992465698950095,,,0.2544230525203867,,,0.02157834214497304,,,0.030601796110019695,,
2004-10-18,3.5666310787200928,3.716070890426636,3.5170669555664062,3.715075016021729,3.715075016021729,282061287,0.0350427799504988,0.3508957583539627,0.03504277995049887,0.058623175724003884,0.2612885300532495,,,0.2417109826229607,,,,,,85.25108291553553,206515379.8,1.3658124991618663,0.2612885300532495,,0.2526869848118741,,,0.4291519420847224,,,0.34311231287873994,,,-0.028940197411161446,,
2004-10-19,3.7484500408172607,3.7957730293273926,3.669994115829468,3.6846890449523926,3.6846890449523926,363918964,-0.0081791002707328,0.3470863364431007,-0.008179100270732875,0.041831176995013264,0.166167417288823,,,0.22924485391092297,,,,,,74.52646088923306,194049830.35,1.8753892407100474,0.166167417288823,,0.2794788432551109,,,0.404311171607147,,,0.22382977485815375,,,-0.06283466769697806,,
2004-10-20,3.686929941177368,3.710840940475464,3.476967096328736,3.499134063720703,3.499134063720703,456613107,-0.0503583827476239,0.4108742401676132,-0.05035838274762394,-0.025119699302518894,0.0717880405091238,,,0.29979252944630685,,,,,,52.03320973329218,203057065.6,2.2486935170208624,0.0717880405091238,,0.24602747819363543,,,-0.013514514814219053,,,0.13756554828981035,,,-0.12225354653865536,,
2004-10-21,3.596518993377685,3.73923397064209,3.5272789001464844,3.7205541133880615,3.7205541133880615,585767401,0.0632785270970492,0.4527638572097493,0.06327852709704929,0.0365692902215462,0.15262337173506846,,,0.36109925688464867,,,,,,64.43877442804055,217148687.2,2.6975406047953303,0.15262337173506846,,0.216711367536701,,,-0.23113306603909212,,,0.4278118313931488,,,-0.11664164605361886,,
2004-10-22,4.247579097747803,4.487430095672607,4.086681842803955,4.294652938842773,4.294652938842773,1481207196,0.1543046567684292,0.6743664256761394,0.1543046567684292,0.19651675876587604,0.30057325184756656,,,0.6363241184118166,,,,,,82.47066127954676,291209047.0,5.086405148669711,0.30057325184756656,,-0.006371165497853384,,,-0.6373244987727643,,,-0.627641418771763,,,-0.07977080825126857,,
2004-10-23,,,,,,0,0.0,,0.0,0.15600705781755186,0.30057325184756656,,,0.6363241184118166,,,,,,82.47066127954676,291209047.0,0.0,0.30057325184756656,,-0.006371165497853384,,,-0.6373244987727643,,,-0.627641418771763,,,-0.07977080825126857,,
2004-10-24,,,,,,0,0.0,,0.0,0.16554012738902957,0.30057325184756656,,,0.6379292819637762,,,,,,82.47066127954676,278124385.6,0.0,0.30057325184756656,,0.0007651191767955744,,,-0.6367810504431002,,,-0.6421592064963892,,,-0.09043291775078992,,
2004-10-25,4.393531799316406,4.842598915100098,4.297640800476074,4.667504787445068,4.667504787445068,1315480331,0.0868176902561916,0.7035807522590851,0.08681769025619168,0.33390281779658704,0.38753156543955325,,,0.6891169667458504,,,,,,82.47066127954676,328854022.7,4.000195345641426,0.38753156543955325,,-0.019982498983987965,,,-0.6443253778795596,,,-0.6249047355758416,,,-0.05359306120493016,,
2004-10-26,4.641104221343994,4.79801607131958,4.483195781707764,4.5280280113220215,4.5280280113220215,895628499,-0.0298825137787153,0.7039357153289204,-0.029882513778715314,0.21703054795745125,0.3138687858371698,,,0.7029122806433831,,,,,,73.03477732839657,360190440.65,2.486541556693587,0.3138687858371698,,0.0013821823344229878,,,-0.658653126745823,,,-0.6090064390455955,,,-0.0385811770996531,,
2004-10-27,4.5509419441223145,4.720306873321533,4.527280807495117,4.6318888664245605,4.6318888664245605,536262538,0.0229373261037348,0.7021194856822902,0.02293732610373489,0.07852460545337059,0.35665306467330593,,,0.7034000105577798,,,,,,73.37191383798438,372821407.85,1.4383898743705148,0.35665306467330593,,0.008492129257692053,,,-0.6630413303893573,,,-0.5945838096900374,,,-0.03531608262438566,,
2004-10-28,4.649571895599365,4.841601848602295,4.622673034667969,4.814454078674316,4.814454078674316,596097978,0.0394148515896239,0.6966123080600184,0.03941485158962399,0.12103449271307287,0.39214995104827555,,,0.7024066592779595,,,,,,76.14511390330858,391504173.95,1.5225839663107377,0.39214995104827555,,0.0029817532409425304,,,-0.7002068693284114,,,-0.6058500329557581,,,-0.03838851027371375,,
2004-10-29,4.953681945800781,4.980082988739014,4.747206211090088,4.748202800750732,4.748202800750732,849672890,-0.0137609117962189,0.7073906167403667,-0.013760911796218966,0.10560803593832935,0.3841574850673546,,,0.7087458332217219,,,,,,71.95629857796908,433987818.45,1.957826588392806,0.3841574850673546,,0.005896314091793578,,,-0.6880535906939711,,,-0.5937337898707914,,,-0.03698618087486805,,
2004-10-30,,,,,,0,0.0,,0.0,0.017289326306151986,0.3841574850673546,,,0.7087458332217219,,,,,,71.95629857796908,433987818.45,0.0,0.3841574850673546,,0.005896314091793578,,,-0.6880535906939711,,,-0.5937337898707914,,,-0.03698618087486805,,
2004-10-31,,,,,,0,0.0,,0.0,0.04862487353836564,0.3841574850673546,,,0.6997288706768129,,,,,,71.95629857796908,423465927.1,0.0,0.3841574850673546,,-0.01972086916419193,,,-0.6871535694333724,,,-0.5919401531584931,,,-0.013851542014391953,,
2004-11-01,4.820681095123291,4.923295974731445,4.763894081115723,4.882449150085449,4.882449150085449,490828877,0.028273086674708,0.7081133906666418,0.02827308667470807,0.05409462335703674,0.44928268968385665,,,0.7005679253607148,,,,,,71.95629857796908,436286401.95,1.1250152991388689,0.44928268968385665,,-0.027627384767432154,,,-0.6793349331313612,,,-0.557790769579685,,,-0.010717269363063688,,
2004-11-02,4.950942993164063,4.962648868560791,4.815451145172119,4.85355806350708,4.85355806350708,455553149,-0.0059173348641764,0.7135866232598731,-0.005917334864176449,0.00812220538274011,0.41826787557771095,,,0.7054470843425883,,,,,,72.02790831738712,439203896.6,1.0372247435110755,0.41826787557771095,,-0.03752192182549679,,,-0.6845875094465493,,,-0.566588593357163,,,-0.03556821230400782,,
2004-11-03,4.935998916625977,5.02117919921875,4.750942230224609,4.773856163024902,4.773856163024902,557630330,-0.0164213345012682,0.7176481267147256,-0.01642133450126826,0.005402752020220003,0.36032644023505545,,,0.7149189756670463,,,,,,77.48845529410399,456593634.2,1.221283627786504,0.36032644023505545,,-0.04341067884845605,,,-0.718990506172624,,,-0.5633801512833053,,,-0.049734790733962676,,
2004-11-04,4.693408012390137,4.742225170135498,4.566633224487305,4.60025691986084,4.60025691986084,578544429,-0.0363645734675975,0.7429876993075061,-0.03636457346759758,-0.031158290220144158,0.30070435329231326,,,0.7387474643932193,,,,,,63.816082955004156,472263348.8,1.2250462172642773,0.30070435329231326,,0.03831204400447945,,,-0.7446316020171333,,,-0.5880167144474134,,,-0.3322272447216685,,
2004-11-05,4.532511234283447,4.540481090545654,4.198015213012695,4.217939853668213,4.217939853668213,796297573,-0.083107763947278,0.8182973471368087,-0.08310776394727803,-0.11167655833880563,0.17514402077398383,,,0.8139079975174575,,,,,,24.76313013279882,512078227.45,1.5550311071910425,0.17514402077398383,,0.051712947128745405,,,-0.7453821093156867,,,-0.5097508196765889,,,-0.41415624286854014,,
2004-11-06,,,,,,0,0.0,,0.0,-0.13610163178158374,0.17514402077398383,,,0.8139079975174575,,,,,,24.76313013279882,512078227.45,0.0,0.17514402077398383,,0.051712947128745405,,,-0.7453821093156867,,,-0.5097508196765889,,,-0.41415624286854014,,
2004-11-07,,,,,,0,0.0,,0.0,-0.13095922651424563,0.17514402077398383,,,0.8086984671109024,,,,,,24.76313013279882,497975163.1,0.0,0.17514402077398383,,-0.0056422785374812545,,,-0.813927533530996,,,-0.5375087138416836,,,-0.4034444747554354,,
2004-11-08,4.257293224334717,4.369622230529785,4.219184875488281,4.297640800476074,4.297640800476074,449349985,0.0188957049111422,0.8110754549915473,0.01889570491114223,-0.09975486195777616,0.15681131119612846,,,0.8074229320423106,,,,,,24.76313013279882,502246714.15,0.8946797905098849,0.15681131119612846,,-0.02924470387708664,,,-0.8540422448785671,,,-0.5417396166139739,,,-0.4061014918397135,,
2004-11-09,4.336246967315674,4.363644123077393,4.116321086883545,4.201751232147217,4.201751232147217,444226854,-0.0223121411911007,0.8208311320036534,-0.0223121411911007,-0.08662683294777329,0.1403272246007139,,,0.7859724671017533,,,,,,25.732835251832455,501627401.5,0.8855713477207245,0.1403272246007139,,-0.025382300970165878,,,-0.8341879134751723,,,-0.55694524543044,,,-0.3369916223026177,,
2004-11-10,4.250816822052002,4.296894073486328,4.142722129821777,4.180829048156738,4.180829048156738,427355853,-0.0049793961694839,0.821092801438696,-0.004979396169483952,-0.008798324964069959,0.1948181955941335,,,0.7619366219193946,,,,,,17.722411362947298,493706824.1,0.8656065343618571,0.1948181955941335,,-0.04339204222393326,,,-0.8219467452747603,,,-0.6481384821630368,,,-0.30102899216640266,,
2004-11-11,4.212460994720459,4.576595783233643,4.173605918884277,4.558413982391357,4.558413982391357,601666773,0.0903134114993509,0.8689809355279783,0.0903134114993509,0.0807204797922958,0.22519760322483595,,,0.617998267179603,,,,,,30.819303471201366,449729802.95,1.3378405634969495,0.22519760322483595,,0.19727521457132752,,,-0.43574681604323406,,,0.12411246728397429,,,0.05576655794337288,,
2004-11-12,4.613458156585693,4.727281093597412,4.418438911437988,4.533009052276611,4.533009052276611,672354740,-0.0055731950219709,0.8717796757078773,-0.005573195021970956,0.07469741379417538,0.055500669513486756,,,0.6187564310089692,,,,,,31.882247310442565,483347539.95,1.3910378856372205,0.055500669513486756,,0.19890579834234226,,,-0.4294876485429108,,,0.07996564266945001,,,0.05190753748314101,,
2004-11-13,,,,,,0,0.0,,0.0,0.05476685063453046,0.055500669513486756,,,0.6187564310089692,,,,,,31.882247310442565,483347539.95,0.0,0.055500669513486756,,0.19890579834234223,,,-0.4294876485429108,,,0.07996564266945001,,,0.05190753748314101,,
2004-11-14,,,,,,0,0.0,,0.0,0.07883803724384508,0.055500669513486756,,,0.5345661026917021,,,,,,31.882247310442565,417573523.4,0.0,0.055500669513486756,,0.27237436502394113,,,-0.34608792898463386,,,0.33396613201495223,,,-0.023672908436300193,,
2004-11-15,4.494403839111328,4.69041919708252,4.452063083648682,4.604491233825684,4.604491233825684,477844390,0.0157692562985665,0.8680280594673944,0.015769256298566514,0.10133449150611207,-0.01350047969717827,,,0.5262629395104753,,,,,,31.882247310442565,396684317.95,1.2045961193258712,-0.01350047969717827,,0.2576241378441323,,,-0.2326138206489584,,,0.3056965686914212,,,-0.09224577931638946,,
2004-11-16,4.420928955078125,4.469995021820068,4.254802227020264,4.297391891479492,4.297391891479492,839832142,-0.0666956079946828,0.9100462970245,-0.06669560799468288,-0.05726160281189119,-0.050935223736655266,,,0.571729847420694,0.55995496399734,,,,,25.817434894241345,411862798.15,2.0391065805708775,-0.050935223736655266,,0.261925806850574,0.10287940338764218,,-0.046712142798569646,-0.3025949748239463,,0.4212624625214579,-0.26658617053287115,,0.09925535881993972,-0.01260716498080567,
2004-11-17,4.209721088409424,4.420928955078125,4.209222793579102,4.296395778656006,4.296395778656006,728034662,-0.00023179473705,0.8835206705797888,-0.0002317947370500395,-0.052197838321494494,-0.07243116090294455,,,0.5494942343400538,0.55996757209853,,,,,27.285827653186516,418459632.35,1.7397966391918807,-0.07243116090294455,,0.12195563592747367,0.10300703502430984,,0.025397076095545146,-0.30342238854670533,,0.43333735666016326,-0.26588870923148006,,0.1269775076337496,-0.010619292677993723,
2004-11-18,4.241352081298828,4.344216823577881,4.127778053283691,4.172859191894531,4.172859191894531,667677273,-0.0287535397402608,0.8726424539972882,-0.028753539740260847,-0.07945050544322252,-0.1332643070834838,,,0.555174140460339,0.5645872113653277,,,,,28.31000780099805,409359851.5,1.6310277389281298,-0.1332643070834838,,0.10069534282768444,0.09964791618444196,,0.05094527200963677,-0.29004671177624763,,0.4196032638798123,-0.2723218865051611,,-0.044033910758339276,-0.04944095216321892,
2004-11-19,4.211712837219238,4.233631134033203,4.147453784942627,4.219184875488281,4.219184875488281,352086780,0.0111016647012038,0.6788619133586983,0.011101664701203884,-0.06923087361379043,-0.11141434927312055,0.4418244645712839,,0.558117847670869,0.564331652935876,,,,,42.4862589506192,426964190.5,0.8246283595532586,-0.11141434927312055,0.4418244645712839,0.08579876510834909,0.09681789222707288,,0.016397136781437505,-0.28892916088545234,,0.27291305949307454,-0.27025202498725637,,-0.07878066282135807,-0.05490871000804675,
2004-11-20,,,,,,0,0.0,,0.0,-0.08368054987418605,-0.11141434927312055,0.4418244645712839,,0.558117847670869,0.5630843207347989,,,,,42.4862589506192,426964190.5,0.0,-0.11141434927312055,0.4418244645712839,0.08579876510834909,0.0984807994390292,,0.016397136781437505,-0.30441469025809664,,0.27291305949307454,-0.2702479505360014,,-0.07878066282135807,-0.05664279759386978,
2004-11-21,,,,,,0,0.0,,0.0,-0.018198716329844933,-0.11141434927312055,0.4418244645712839,,0.5444155185567531,0.5632350362768255,,,,,42.4862589506192,402422746.65,0.0,-0.11141434927312055,0.4418244645712839,0.09375477077321538,0.09995049028139345,,0.008984865108623468,-0.30608870487455614,,0.2245628530298334,-0.2801979055161197,,-0.06559697967434754,-0.057528072632734795,
2004-11-22,4.096395969390869,4.221675872802734,4.017691135406494,4.112086772918701,4.112086772918701,496582362,-0.0253836003233173,0.6008420571560453,-0.025383600323317324,-0.04289851662477895,-0.15778195604008816,0.3832104184868377,,0.548408203846549,0.5662240531362084,,,,,42.4862589506192,404474207.3,1.2277231849092494,-0.15778195604008816,0.3832104184868377,-0.07521634191496646,0.022778490134094633,,0.04337164093073806,-0.29196010195301286,,0.2538563411918396,-0.2745144180406637,,-0.06683273344629743,-0.059697914983134086,
2004-11-23,4.183568954467773,4.254802227020264,4.146955966949463,4.172360897064209,4.172360897064209,498393124,0.0146577948068751,0.597794339543314,0.014657794806875124,-0.00011941328652786964,-0.1403500602093657,0.4215885295198045,,0.5529208425059317,0.5657443495943754,,,,,50.32352675885461,401512347.0,1.2412896582729498,-0.1403500602093657,0.4215885295198045,-0.07092543571035048,0.019059203705735918,,0.02676732029348865,-0.2971888958663609,,0.25177615420822247,-0.2809150569382094,,-0.0896842637635265,-0.06198284294923758,
2004-11-24,4.3541789054870605,4.413705825805664,4.296645164489746,4.35268497467041,4.35268497467041,613531078,0.0432187152681549,0.6137701826159652,0.043218715268154906,0.031641206328196114,-0.08822452415231996,0.4762631252816538,,0.5671891643923661,0.5706323135475626,,,,,59.249370337050365,403261679.45,1.5214217201019,-0.08822452415231996,0.4762631252816538,-0.006598287766757274,0.041687420116128845,,0.16197020337978318,-0.2893586206747735,,0.3558584799279887,-0.2683905976287822,,0.014229723230323538,-0.049343988952861795,
2004-11-25,,,,,,0,0.0,,0.0,0.031641206328196114,-0.0538169822910497,0.4464490522111797,,0.4798588449500969,0.5706323135475626,,,,,38.567067406144986,363446800.8,0.0,-0.0538169822910497,0.4464490522111797,-0.02604109661433305,0.041687420116128845,,0.3985664315798013,-0.2893586206747735,,0.3238118531944341,-0.2683905976287822,,0.12291751409567092,-0.049343988952861795,
2004-11-26,4.378588199615479,4.483942985534668,4.36663293838501,4.468002796173096,4.468002796173096,260175560,0.0264934912987626,0.6037281785436585,0.02649349129876266,0.05897298365149717,0.05928556384876149,0.49703746515563574,,0.4875469283591188,0.5704668136873557,,,,,39.930626754819926,376455578.8,0.6911188853392548,0.05928556384876149,0.49703746515563574,-0.028062952060100527,0.040066747768326916,,0.37881900969677385,-0.299075718448573,,0.330161136956459,-0.2774280979719071,,0.11705018842091221,-0.05125625749994169,
2004-11-27,,,,,,0,0.0,,0.0,0.08655362663997734,0.05928556384876149,0.49703746515563574,,0.4875469283591188,0.5542380006288942,,,,,39.930626754819926,376455578.8,0.0,0.05928556384876149,0.49703746515563574,-0.028062952060100527,0.037133559308434316,,0.37881900969677385,-0.31289503205254443,,0.330161136956459,-0.26846090211426277,,0.11705018842091221,-0.05644162499369447,
2004-11-28,,,,,,0,0.0,,0.0,0.0708572212238181,0.05928556384876149,0.49703746515563574,,0.48414540209967993,0.55153003349114,,,,,39.930626754819926,353988079.55,0.0,0.05928556384876149,0.49703746515563574,-0.011254803338819933,0.034370309122190426,,0.3887554885224478,-0.33371151270271754,,0.313547761622922,-0.2976205741920596,,0.12402992814857236,-0.05755790668356794,
2004-11-29,4.492162227630615,4.556670188903809,4.421177864074707,4.509347915649414,4.509347915649414,428263241,0.0092536019699296,0.6038342874640611,0.009253601969929637,0.035992253491964776,0.0492612400621959,0.5309485756006784,,0.4756837374612925,0.5504139843048791,,,,,39.930626754819926,353189898.9,1.2125580101067834,0.0492612400621959,0.5309485756006784,-0.01808464541929012,0.03404469530072157,,0.5817586817537564,-0.33112626857328264,,0.31375464918435736,-0.29802462549595615,,0.10334077622313508,-0.06545259049635943,
2004-11-30,4.500879764556885,4.557916164398193,4.489422798156738,4.532511234283447,4.532511234283447,309154460,0.005136733529397,0.594011677852041,0.005136733529397031,0.04131386963667261,0.07871955855111445,0.4344947037410578,,0.47451632838279695,0.5492968012254326,,,,,71.3467564270229,347279829.25,0.8902171504393528,0.07871955855111445,0.4344947037410578,-0.018477446436380864,0.037900084022526814,,0.579788917157671,-0.3719396927969974,,0.3310251137296558,-0.29401657746972176,,0.09208257729683564,-0.07465896099069175,
2004-12-01,4.531764030456543,4.545462131500244,4.471988201141357,4.482200145721436,4.482200145721436,315743063,-0.0111000471838796,0.594628623644209,-0.011100047183879691,0.00317756057818519,0.07208405177379063,0.3729021020258727,,0.3518675493672484,0.5502729784391001,,,,,64.07622538514228,332983643.75,0.9482239411046147,0.07208405177379063,0.3729021020258727,-0.02140481455576666,0.0364444291625041,,0.38686261140258166,-0.3759469917544855,,0.22644017647774353,-0.29603286913813204,,-0.03169922117531754,-0.07330433460941256,
2004-12-02,4.480704784393311,4.5208048820495605,4.447081089019775,4.468252182006836,4.468252182006836,251374696,-0.0031118565126804,0.5926079180704693,-0.003111856512680422,5.58159529251423e-05,-0.01977920406808298,0.3842593707358659,,0.35151493866827854,0.550447041589923,,,,,82.83432752359371,311934641.55,0.8058569408992914,-0.01977920406808298,0.3842593707358659,-0.013179847537603628,0.04194609130019621,,0.38311455137974787,-0.3702420145468218,,0.3091417675329999,-0.29674381810576,,-0.030431737939324886,-0.07397653711117676,
2004-12-03,4.4819512367248535,4.509596824645996,4.423419952392578,4.49315881729126,4.49315881729126,235647968,0.0055741337484755,0.5795052482055864,0.005574133748475596,0.0056302608269875876,-0.008791121863155671,0.3606878733364387,,0.3521726192726756,0.5497717336657701,,,,,81.79254791648088,323717039.95,0.7279442813279067,-0.008791121863155671,0.3606878733364387,-0.03185096577350548,0.04224017157541196,,0.38735633150317106,-0.36695034491848505,,0.30671940707809736,-0.301931474194344,,-0.032884310886920565,-0.08117221703230078,
2004-12-04,,,,,,0,0.0,,0.0,-0.0035901196050921458,-0.008791121863155671,0.3606878733364387,,0.3521726192726756,0.5484275272635061,,,,,81.79254791648088,323717039.95,0.0,-0.008791121863155671,0.3606878733364387,-0.03185096577350548,0.040855092148307785,,0.38735633150317106,-0.3797716220563774,,0.30671940707809736,-0.3022179024928502,,-0.032884310886920565,-0.09021728853916794,
