Date,Open,High,Low,Close,Adj Close,Volume,Daily_Return,Volatility_20d,daily_return,return_1w,return_1m,return_3m,return_1y,volatility_20d,volatility_60d,volatility_120d,sma_20,sma_50,sma_200,rsi_14,volume_sma_20,volume_ratio,momentum_1m,momentum_3m,corr_Apple_20d,corr_Apple_60d,corr_Apple_120d,corr_Microsoft_20d,corr_Microsoft_60d,corr_Microsoft_120d,corr_Google_20d,corr_Google_60d,corr_Google_120d,corr_Amazon_20d,corr_Amazon_60d,corr_Amazon_120d
2002-06-21,0.982142984867096,0.9892860054969788,0.9478570222854614,0.979286015033722,0.979286015033722,2346400,0.0231344805565008,0.622343453450036,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-06-22,,,,,,0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-06-23,,,,,,0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-06-24,0.979286015033722,1.0142860412597656,0.957143008708954,0.9785709977149964,0.9785709977149964,2567600,-0.0007301414579079,0.6185165167692361,-0.0007301414579079513,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-06-25,0.9885709881782532,1.0071430206298828,0.947143018245697,0.9642860293388368,0.9642860293388368,3941000,-0.0145977843299215,0.6058858150073259,-0.014597784329921537,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-06-26,0.9635710120201112,0.9964290261268616,0.9214289784431458,0.9885709881782532,0.9885709881782532,2924600,0.0251843935311055,0.5996349343941069,0.025184393531105576,0.009481370102289777,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-06-27,1.0092860460281372,1.0185710191726685,0.942857027053833,0.9435709714889526,0.9435709714889526,3817800,-0.0455202683746839,0.611170985921857,-0.045520268374683925,-0.036470492784010156,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-06-28,0.9607139825820924,1.01357102394104,0.9607139825820924,0.9992859959602356,0.9992859959602356,9234400,0.0590469886789382,0.6523970493680619,0.059046988678938206,0.020423023120395456,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-06-29,,,,,,0,0.0,,0.0,0.021168620665858118,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-06-30,,,,,,0,0.0,,0.0,0.03629624982267621,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-07-01,1.0,1.0464290380477903,0.9928569793701172,1.027856945991516,1.027856945991516,4585000,0.0285913643809507,0.6352616423094679,0.02859136438095078,0.03974014843957652,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-07-02,1.0535709857940674,1.1950000524520874,1.0392860174179075,1.1728570461273191,1.1728570461273191,9020200,0.1410703120714234,0.8165813979065268,0.1410703120714234,0.2429982286086585,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-07-03,1.1785709857940674,1.214285969734192,1.1178569793701172,1.214285969734192,1.214285969734192,4957400,0.0353230802881456,0.8205573600014964,0.03532308028814568,0.21515359430946313,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-07-04,,,,,,0,0.0,,0.0,0.21515359430946313,,,,,,,,,,81.79845309076244,,,,,,,,,,,,,,,,
2002-07-05,1.214285969734192,1.2992860078811646,1.2135709524154663,1.2764290571212769,1.2764290571212769,2003400,0.0511766494351311,0.8325718265704666,0.051176649435131116,0.2773410838152781,,,,,,,,,,81.79845309076244,,,,,,,,,,,,,,,,
2002-07-06,,,,,,0,0.0,,0.0,0.24183531774451095,,,,,,,,,,81.79845309076244,,,,,,,,,,,,,,,,
2002-07-07,,,,,,0,0.0,,0.0,0.08830744662015233,,,,,,,,,,81.79845309076244,,,,,,,,,,,,,,,,
2002-07-08,1.2521430253982544,1.2521430253982544,1.167857050895691,1.1757140159606934,1.1757140159606934,1953000,-0.0789037515235868,0.8604612582608214,-0.07890375152358686,-0.03176513171929507,,,,,,,,,,81.79845309076244,,,,,,,,,,,,,,,,
2002-07-09,1.1749999523162842,1.1964290142059326,1.114285945892334,1.160714030265808,1.160714030265808,2935800,-0.012758192461139,0.8548143842290924,-0.012758192461139073,-0.044118058516405934,,,,,,,,,,81.61927995077211,,,,,,,,,,,,,,,,
2002-07-10,1.1614290475845337,1.1785709857940674,1.1321430206298828,1.163571000099182,1.163571000099182,1554000,0.0024613899366061,0.8546864458482012,0.002461389936606162,-0.08841702278121366,,,,,,,,,,80.32793388714006,2592030.0,0.5995300980312728,,,,,,,,,,,,,,
2002-07-11,1.1542860269546509,1.2785710096359253,1.1328569650650024,1.269286036491394,1.269286036491394,2529800,0.0908539628292566,0.88473948760043,0.09085396282925662,-0.005596096853194843,,,,0.7435737615552672,,,,,,95.89846108763194,2601200.0,0.972551130247578,,,0.3792671203329827,,,0.12294308485119304,,,,,,0.168495929963677,,
2002-07-12,1.2785710096359253,1.2799999713897705,1.207142949104309,1.2078570127487185,1.2078570127487185,2837800,-0.0483965173937309,0.9061067026052728,-0.048396517393730965,-0.05372178264823313,0.23340576114234168,,,0.7748959828925007,,,,,,79.42304032279553,2743090.0,1.0345267563222498,0.23340576114234168,,0.4385203067748556,,,0.17335380226382294,,,,,,0.16653823065142537,,
2002-07-13,,,,,,0,0.0,,0.0,0.027339128692584813,0.23340576114234168,,,0.7748959828925007,,,,,,79.42304032279553,2743090.0,0.0,0.23340576114234168,,0.4385203067748556,,,0.17335380226382294,,,,,,0.16653823065142537,,
2002-07-14,,,,,,0,0.0,,0.0,0.04061550153926752,0.23340576114234168,,,0.7747457102599304,,,,,,79.42304032279553,2614710.0,0.0,0.23340576114234168,,0.4555517992317412,,,0.20911174957964876,,,,,,0.16635155891745354,,
2002-07-15,1.2428569793701172,1.2485710382461548,1.076429009437561,1.1428569555282593,1.1428569555282593,4239200,-0.0538143642288739,0.8642320205642627,-0.05381436422887398,-0.017802132030754425,0.16788353445675108,,,0.8043266948405337,,,,,,79.42304032279553,2629620.0,1.6120960442953736,0.16788353445675108,,0.3345493190561689,,,0.1794396644790785,,,,,,0.07078976320010616,,
2002-07-16,1.152856945991516,1.157142996788025,1.1042859554290771,1.1264289617538452,1.1264289617538452,1941800,-0.0143744969087759,0.8244920639525474,-0.014374496908775902,-0.11254915805458587,0.1681481712704911,,,0.8064906704976392,,,,,,61.76488778936216,2580480.0,0.7524956597222222,0.1681481712704911,,0.38040913210503535,,,0.17489412364602916,,,,,,0.05097710655397908,,
2002-07-17,1.1449999809265137,1.163571000099182,1.0757139921188354,1.089285969734192,1.089285969734192,1261400,-0.0329741095806181,0.8355001405447774,-0.032974109580618194,-0.0981664565946383,0.10187936198849723,,,0.7966718591847389,,,,,,45.50911488457182,2452660.0,0.5142987613448257,0.10187936198849723,,0.45723213688152164,,,0.18812352582670763,,,,,,0.05869062130639131,,
2002-07-18,1.1171430349349976,1.166429042816162,1.1107139587402344,1.1492860317230225,1.1492860317230225,2899400,0.055082011203607,0.8419579959706706,0.055082011203607006,-0.048491651252995704,0.21801758050001463,,,0.7934441425453993,,,,,,56.459424324164665,2135910.0,1.3574541998492446,0.21801758050001463,,0.3653005507046929,,,0.155080403989916,,,,,,-0.006197491023997042,,
2002-07-19,1.152856945991516,1.160714030265808,1.122143030166626,1.159999966621399,1.159999966621399,1792000,0.0093222527748937,0.8417901703964847,0.009322252774893736,-0.03962144990855443,0.16082880307627034,,,0.7928613112556302,,,,,,57.967707582138885,2225510.0,0.8052086937376152,0.16082880307627034,,0.36744266557287925,,,0.14938105697861753,,,,,,-0.00623808584021642,,
2002-07-20,,,,,,0,0.0,,0.0,0.015000137165211314,0.16082880307627034,,,0.7928613112556302,,,,,,57.967707582138885,2225510.0,0.0,0.16082880307627034,,0.36744266557287925,,,0.14938105697861753,,,,,,-0.00623808584021642,,
2002-07-21,,,,,,0,0.0,,0.0,0.029803037747967442,0.16082880307627034,,,0.7898051802006771,,,,,,57.967707582138885,1996260.0,0.0,0.16082880307627034,,0.38887815366089634,,,0.19594531385030137,,,,,,0.11105487335285255,,
2002-07-22,1.135714054107666,1.179286003112793,1.1150000095367432,1.170714020729065,1.170714020729065,1993600,0.0092362538068613,0.8405687040008369,0.009236253806861328,0.07475360305498402,0.13898536687879548,,,0.6120790874312161,,,,,,57.967707582138885,1644930.0,1.2119664666581558,0.13898536687879548,,0.5087519928580612,,,0.39897523446873523,,,,,,0.2978519412097824,,
2002-07-23,1.176429033279419,1.2135709524154663,1.1307140588760376,1.1464289426803589,1.1464289426803589,1577800,-0.0207438175495519,0.8470178778234929,-0.0207438175495519,-0.0024859686481877308,-0.02253309858539343,,,0.6021830662213946,,,,,,56.27817725702452,1475950.0,1.0690064026559165,-0.02253309858539343,,0.4902870894097547,,,0.35468286949177347,,,,,,0.2542435060565218,,
2002-07-24,1.1464289426803589,1.1592860221862793,1.0742859840393066,1.114285945892334,1.114285945892334,3355800,-0.0280374959069633,0.8533591155466671,-0.02803749590696336,-0.03940863969350883,-0.08235294348640787,,,0.6090150499344099,,,,,,50.718822276756654,1643740.0,2.0415637509581805,-0.08235294348640787,,0.4127190216735706,,,0.21293019511717515,,,,,,0.27964609748410857,,
2002-07-25,1.125,1.127856969833374,1.034999966621399,1.0364290475845337,1.0364290475845337,4755800,-0.0698715608814858,0.8945565970958533,-0.06987156088148583,-0.10652665740739309,-0.14647037566331367,,,0.616163939867434,,,,,,22.098194495046485,1781360.0,2.669757937755423,-0.14647037566331367,,0.38019232060959063,,,0.2221436612801479,,,,,,0.3391867095760579,,
2002-07-26,1.0499999523162842,1.0585709810256958,0.8500000238418579,0.8714290261268616,0.8714290261268616,7046200,-0.1592004989074896,1.054469512507545,-0.15920049890748966,-0.24876805930867862,-0.31729145363378797,,,0.8113369906989905,,,,,,16.69476135696017,2133670.0,3.3023850923526132,-0.31729145363378797,,0.24284027289340954,,,-0.1232841886347135,,,,,,0.07267706849028065,,
2002-07-27,,,,,,0,0.0,,0.0,-0.25564312829859415,-0.31729145363378797,,,0.8113369906989905,,,,,,16.69476135696017,2133670.0,0.0,-0.31729145363378797,,0.24284027289340954,,,-0.1232841886347135,,,,,,0.07267706849028065,,
2002-07-28,,,,,,0,0.0,,0.0,-0.23987523894027452,-0.31729145363378797,,,0.7800095698160819,,,,,,16.69476135696017,2036020.0,0.0,-0.31729145363378797,,0.21302168042789418,,,-0.17574059499865188,,,,,,0.059325354261036994,,
2002-07-29,0.8964290022850037,0.9242860078811646,0.8500000238418579,0.87642902135849,0.87642902135849,3260600,0.0057376964522875,1.0303424653988458,0.0057376964522875,-0.21346129816199488,-0.25455594688786043,,,0.7830505647374361,,,,,,16.69476135696017,2052260.0,1.588785046728972,-0.25455594688786043,,0.2303858718693674,,,-0.12693083821775594,,,,,,0.10126033942893527,,
2002-07-30,0.8935710191726685,0.942857027053833,0.8935710191726685,0.9142860174179076,0.9142860174179076,3777200,0.0431945943560132,1.037841729986713,0.04319459435601325,-0.11784987158676075,-0.21230725779326332,,,0.8065325785913825,,,,,,24.398031890299322,2163420.0,1.7459392998123342,-0.21230725779326332,,0.26719509764882227,,,-0.11753455774479869,,,,,,0.15382842401093635,,
2002-07-31,0.9285709857940674,0.959999978542328,0.9057139754295348,0.9535710215568542,0.9535710215568542,3333400,0.0429679590309102,0.9063296871972208,0.04296795903091022,0.09426125704703647,-0.18047886938092084,,,0.7418830954137581,,,,,,33.066974362488054,2203600.0,1.5127064803049555,-0.18047886938092084,,0.11696012377362927,,,-0.1739635885195461,,,,,,0.0321542214495814,,
2002-08-01,0.949999988079071,0.959999978542328,0.8778570294380188,0.8914290070533752,0.8914290070533752,4529000,-0.0651676834747163,0.9117897824519784,-0.06516768347471635,0.022950785809149776,-0.29769257564867313,,,0.7547450014716799,,,,,,19.554700713757228,2288160.0,1.979319627998042,-0.29769257564867313,,0.11411440109341627,,,-0.1232821093689776,,,,,,0.049737883301786565,,
2002-08-02,0.8864290118217468,0.8878570199012756,0.7064290046691895,0.7778570055961609,0.7778570055961609,6655600,-0.1274044265539747,0.962191777113987,-0.12740442655397477,-0.10737767244980267,-0.3560024097339197,,,0.8526881517043388,,,,,,13.971430974128367,2620940.0,2.5393942631269697,-0.3560024097339197,,0.1399244723138349,,,-0.05069693034733807,,,,,,0.08850492180686494,,
2002-08-03,,,,,,0,0.0,,0.0,-0.11247004989581433,-0.3560024097339197,,,0.8526881517043388,,,,,,13.971430974128367,2620940.0,0.0,-0.3560024097339197,,0.1399244723138349,,,-0.05069693034733806,,,,,,0.08850492180686494,,
2002-08-04,,,,,,0,0.0,,0.0,-0.14921918220629082,-0.3560024097339197,,,0.8460072460474611,,,,,,13.971430974128367,2408980.0,0.0,-0.3560024097339197,,0.1995195678437058,,,-0.04326993096660708,,,,,,0.12429471896719325,,
2002-08-05,0.7785710096359253,0.8128569722175598,0.7607139945030212,0.7749999761581421,0.7749999761581421,3808000,-0.003672949420606,0.9406616109884508,-0.003672949420606031,-0.1872655957048348,-0.3218749097082616,,,0.8474020270141006,,,,,,13.971430974128367,2502290.0,1.5218060256804766,-0.3218749097082616,,0.19119096895433338,,,-0.04379340563917379,,,,,,0.09858035764982159,,
2002-08-06,0.7957140207290649,0.8035709857940674,0.7428569793701172,0.7607139945030212,0.7607139945030212,3217200,-0.0184335252833681,0.940387576685326,-0.01843352528336817,-0.14663535908757708,-0.3246675819497816,,,0.8453534128350791,,,,,,14.229115689816823,2600080.0,1.2373465431832866,-0.3246675819497816,,0.1760977667167226,,,-0.036817583155443846,,,,,,0.08950925169837101,,
2002-08-07,0.7607139945030212,0.7935709953308105,0.7428569793701172,0.7935709953308105,0.7935709953308105,2758000,0.0431923180922351,0.9636362675436436,0.043192318092235116,0.02020164326039109,-0.2714759784113825,,,0.8329914786929353,,,,,,20.263019577801458,2593010.0,1.063628755770321,-0.2714759784113825,,0.33002631526365994,,,0.03365277658089476,,,,,,0.13479307924627537,,
2002-08-08,0.7964289784431458,0.8035709857940674,0.7507140040397644,0.7964289784431458,0.7964289784431458,2283400,0.0036014208295802,0.880114855047777,0.0036014208295802597,0.023875818708801066,-0.30702283290685217,,,0.8308436655755852,,,,,,24.12211067990701,2617580.0,0.8723324597529015,-0.30702283290685217,,0.3430027657733551,,,0.07001135410803441,,,,,,0.1526610640927208,,
2002-08-09,0.798570990562439,0.8214290142059326,0.7785710096359253,0.7871429920196533,0.7871429920196533,1500800,-0.0116595285641722,0.8748627208660064,-0.011659528564172295,0.011937909354400533,-0.32142843562980783,,,0.8286646505185279,,,,,,36.15554269805171,2692620.0,0.5573753444600427,-0.32142843562980783,,0.3357627917295696,,,0.0677327418479001,,,,,,0.15405828739118418,,
2002-08-10,,,,,,0,0.0,,0.0,0.015668408045258264,-0.32142843562980783,,,0.8286646505185279,,,,,,36.15554269805171,2692620.0,0.0,-0.32142843562980783,,0.3357627917295696,,,0.06773274184790011,,,,,,0.15405828739118418,,
2002-08-11,,,,,,0,0.0,,0.0,0.034742357453142914,-0.32142843562980783,,,0.825307702529187,,,,,,36.15554269805171,2592940.0,0.0,-0.32142843562980783,,0.3399684323541633,,,0.09649882263536842,,,,,,0.1467022059187403,,
2002-08-12,0.802856981754303,0.807142972946167,0.7535709738731384,0.7571430206298828,0.7571430206298828,2130800,-0.0381124798085243,0.8684824745874664,-0.03811247980852439,-0.04590386356767262,-0.35326389944627967,,,0.8282942465464478,,,,,,36.15554269805171,2620590.0,0.8130993402249111,-0.35326389944627967,,0.3488495041658111,,,0.10601494224796992,,,,,,0.14304576452134313,,
2002-08-13,0.767857015132904,0.8050000071525574,0.754285991191864,0.7728570103645325,0.7728570103645325,1677200,0.0207543215832286,0.8797703674372412,0.020754321583228652,-0.02959707483860219,-0.3258570316991585,,,0.8393783329784792,,,,,,31.280686119432957,2536660.0,0.6611843920746178,-0.3258570316991585,,0.3467975569638399,,,0.09708043371660206,,,,,,0.10262483682249189,,
2002-08-14,0.7757139801979065,0.8335710167884827,0.7714290022850037,0.8335710167884827,0.8335710167884827,4047400,0.078557877601852,0.9401042826253532,0.07855787760185207,0.05898296146892479,-0.25192360196112074,,,0.8790980195946353,,,,,,36.009168385834705,2501240.0,1.6181573939326095,-0.25192360196112074,,0.3683403130686581,,,0.11005571280786897,,,,,,-0.059168180415175964,,
2002-08-15,0.8371430039405823,0.9107139706611632,0.8328570127487183,0.8828570246696472,0.8828570246696472,3263400,0.0591263454325101,0.944006718885998,0.05912634543251016,0.12159675385587887,-0.14817417870793592,,,0.7107566598050723,,,,,,54.066848291641236,2312100.0,1.4114441416893733,-0.14817417870793592,,0.4802198822891815,,,0.47495933268562335,,,,,,0.1512192524917912,,
2002-08-16,0.892857015132904,0.9242860078811646,0.857142984867096,0.9128569960594176,0.9128569960594176,1828400,0.033980554666817,0.955153821126578,0.03398055466681704,0.15970923366440326,0.04754026855943283,,,0.7198965431592007,,,,,,89.03634121100036,2403520.0,0.76071761416589,0.04754026855943283,,0.4842053529854693,,,0.46812742048752115,,,,,,0.15976579310035308,,
2002-08-17,,,,,,0,0.0,,0.0,0.20565992314106407,0.04754026855943283,,,0.7198965431592007,,,,,,89.03634121100036,2403520.0,0.0,0.04754026855943283,,0.4842053529854693,,,0.46812742048752115,,,,,,0.15976579310035308,,
2002-08-18,,,,,,0,0.0,,0.0,0.18114603842287913,0.04754026855943283,,,0.7199304576050084,,,,,,89.03634121100036,2240490.0,0.0,0.04754026855943283,,0.5208274158830938,,,0.5310842381238922,,,,,,0.19314071730635285,,
2002-08-19,0.925000011920929,0.9842860102653505,0.917856991291046,0.982142984867096,0.982142984867096,2074800,0.0759001564393646,1.0012509111766985,0.07590015643936465,0.17823552533174647,0.12061896734631894,,,0.752734036932167,,,,,,89.03634121100036,2155370.0,0.9626189470949303,0.12061896734631894,,0.49339526688704993,,,0.6055622778155288,,,,,,0.2392896581670335,,
2002-08-20,0.9850000143051147,0.9935709834098816,0.9214289784431458,0.9464290142059326,0.9464290142059326,2539600,-0.0363633108533542,1.005668630031156,-0.0363633108533542,0.07200711752854105,0.03515639108077151,,,0.751889159598666,0.7542217290875575,,,,,80.9668132986808,2115680.0,1.2003705664372684,0.03515639108077151,,0.5357802747622101,0.32508677495511895,,0.6431909384864463,0.15053610680855495,,,,,0.23904152943624893,0.12854829843524956,
2002-08-21,0.9528570175170898,0.9714289903640748,0.9185709953308104,0.9685710072517396,0.9685710072517396,2779000,0.0233953024616266,1.0083367029630397,0.023395302461626688,0.061032572936205565,0.01573032879123737,,,0.7137152162063498,0.7556700637967597,,,,,80.06327684928718,2028180.0,1.370193967004901,0.01573032879123737,,0.48299779341765053,0.3274346720960707,,0.592818987444466,0.15581210733213385,,,,,0.1491797276751535,0.12088086709998845,
2002-08-22,0.973571002483368,0.9992859959602356,0.929286003112793,0.9835709929466248,0.9835709929466248,2963800,0.0154867176310042,0.9806135673872364,0.015486717631004288,0.07746448479056678,0.10336435673977618,,,0.5140522925189721,0.7562531608394599,,,,,81.08100116274407,1843590.0,1.6076242548505904,0.10336435673977618,,0.38301160441239074,0.3254942525016075,,0.5119130615398779,0.15819520828363787,,,,,0.016515253098345044,0.12324530228224141,
2002-08-23,0.9935709834098816,0.9964290261268616,0.9678570032119752,0.9935709834098816,0.9935709834098816,2406600,0.0101670245818235,0.7816460959310159,0.010167024581823503,0.08841909269347403,0.2773182940589374,0.01458712588238864,,0.5120920779659079,0.7564635661225155,,,,,85.02997722195835,1963920.0,1.2254063301967493,0.2773182940589374,0.01458712588238864,0.37494740982295044,0.32583066265600386,,0.4928148359090273,0.15830253732348587,,,,,0.017046373613944076,0.12014324028414654,
